id,username,owner_id,profile_pic_url,text,created_at
18008530735895836,trending_jhotta5911,60901937781,https://instagram.fpnq7-2.fna.fbcdn.net/v/t51.2885-19/387792573_699092758437920_8846278619834489318_n.jpg?stp=dst-jpg_s150x150&cb=d185f762-f577f03c&efg=e30&_nc_ht=instagram.fpnq7-2.fna.fbcdn.net&_nc_cat=108&_nc_ohc=aS1nsC754aUAX9SRPRp&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfBFeC9wA04M9kGXAgRSa6G165pbj8hs9ws7CTfv1_KMMA&oe=6547752E&_nc_sid=0985b0,@rockmike29 teri maa di fudii phenchodaaa lundu maa naa chudaa net udee bond marwani tu phenchodaaaa 1000 saal toh gulam si tuhi assi azad karaya 😂😂bond ch keeda aa landu de kadanaa kidaa😂😂#landu moot pi aur kush reha kar😂😂 dihari laga aajaa khetaa ch😂😂😂,1698772005
18086170507382518,purvaa_91,62266826273,https://instagram.fpnq7-3.fna.fbcdn.net/v/t51.2885-19/395449732_3494110247568207_717517318022540109_n.jpg?stp=dst-jpg_s150x150&cb=d185f762-f577f03c&efg=e30&_nc_ht=instagram.fpnq7-3.fna.fbcdn.net&_nc_cat=103&_nc_ohc=b8OfjJNVr18AX-ZCut7&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfA6rLiuf9Lu8qsrobfMKsRy34ah4Xp9ECU6PCUVf-RjyA&oe=65461869&_nc_sid=0985b0,😍,1698774236
17849706654074712,vishal_bisht99,44943633732,https://instagram.fpnq7-3.fna.fbcdn.net/v/t51.2885-19/385038815_647523057192445_2660553150189306857_n.jpg?stp=dst-jpg_s150x150&cb=d185f762-f577f03c&efg=e30&_nc_ht=instagram.fpnq7-3.fna.fbcdn.net&_nc_cat=101&_nc_ohc=IiLyJ3-oJW0AX9QZB2k&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfA7QrgS0UN2nLZQT3sIT-iutaBAHewfQodOc17a7RoG0A&oe=65473986&_nc_sid=0985b0,Boycott,1698776192
18284166565159295,karanghxtra,8492363227,https://instagram.fpnq7-2.fna.fbcdn.net/v/t51.2885-19/385870564_853810633069754_2237541661955967230_n.jpg?stp=dst-jpg_s150x150&cb=d185f762-f577f03c&efg=e30&_nc_ht=instagram.fpnq7-2.fna.fbcdn.net&_nc_cat=102&_nc_ohc=W9RsEWoewyUAX_oKO_Z&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfCar1SIFrxGFW8rM9m4xHOaCewQSO9ldKl1QM7VFx1zYg&oe=654732AA&_nc_sid=0985b0,@harpreet_hp 😂 sirra,1698813952
18019091980872892,dontlook_caika,56972475820,https://instagram.fpnq7-2.fna.fbcdn.net/v/t51.2885-19/397174598_176484872124212_4503526464931668430_n.jpg?stp=dst-jpg_s150x150&cb=d185f762-f577f03c&efg=e30&_nc_ht=instagram.fpnq7-2.fna.fbcdn.net&_nc_cat=108&_nc_ohc=mWsoINKexLQAX_PeiIt&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfDuFje0-5zYIguSpaEAbqblk3PoF7xtUgqNrDkd92oA2w&oe=654761AF&_nc_sid=0985b0,Crushhh😍😖. Wnna meet you,1698820361
18001697486005233,shivraajsingh451,62934617370,https://instagram.fpnq7-5.fna.fbcdn.net/v/t51.2885-19/398173672_1797897227343129_9131125632968294098_n.jpg?stp=dst-jpg_s150x150&cb=d185f762-f577f03c&efg=e30&_nc_ht=instagram.fpnq7-5.fna.fbcdn.net&_nc_cat=109&_nc_ohc=IyWhJPH5JqwAX8O3UBx&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfC8Anzs05G4qP9CkGrC4EwVdzIGkZLw6fqbQ3eSh-nmgA&oe=65465231&_nc_sid=0985b0,Hate from Jharkhand,1698821962
18007515584066159,navpreet_k_grewal,1252421418,https://instagram.fpnq7-2.fna.fbcdn.net/v/t51.2885-19/347020356_768821218239662_8446234156441818817_n.jpg?stp=dst-jpg_s150x150&cb=d185f762-f577f03c&efg=e30&_nc_ht=instagram.fpnq7-2.fna.fbcdn.net&_nc_cat=102&_nc_ohc=7nsQs7QZHB4AX-l9pIX&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfCsyxinya_U-5DOQt_BmbBp-XGfo5vqPDRGb48xFXiV0A&oe=6545FBA0&_nc_sid=0985b0,@shobhit.loaded okay modi ji have a seat with the rest of them 😂😂 Dj plz play Indian music 😂😂😂,1698274041
18209675212259255,preet3472023,62178222222,https://instagram.fpnq7-2.fna.fbcdn.net/v/t51.2885-19/381501898_641549201129900_8929414183286582626_n.jpg?stp=dst-jpg_s150x150&cb=d185f762-f577f03c&efg=e30&_nc_ht=instagram.fpnq7-2.fna.fbcdn.net&_nc_cat=108&_nc_ohc=WjJCzIvKQicAX9uc1-L&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfCdLY1vAMzR-KW9cBTmToVLW8RNPA2nkoqdiuSNIdu3-Q&oe=654607CF&_nc_sid=0985b0,@samparker1996 chl Tera dressing sense kya ha btaa Teri aukaat ha iske barabar kmane ki sale berojgar😂,1698293521
18048650143520052,nooreh.ch,60146804869,https://instagram.fpnq7-4.fna.fbcdn.net/v/t51.2885-19/396511300_3736433136604313_4222441689001245453_n.jpg?stp=dst-jpg_s150x150&cb=d185f762-f577f03c&efg=e30&_nc_ht=instagram.fpnq7-4.fna.fbcdn.net&_nc_cat=105&_nc_ohc=73So39fIkyMAX_4N6Dv&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfDtSt3DKKdx5cBOI3fp34Fq0PGvOOXdjbsGyb7ASTlogQ&oe=65465E9A&_nc_sid=0985b0,Pakistanis singers are cool but indian are way beyond words,1698294329
18029888638651344,veenvelocity,1952847101,https://instagram.fpnq7-6.fna.fbcdn.net/v/t51.2885-19/355255480_286433267156219_81078246603015646_n.jpg?stp=dst-jpg_s150x150&cb=d185f762-f577f03c&efg=e30&_nc_ht=instagram.fpnq7-6.fna.fbcdn.net&_nc_cat=111&_nc_ohc=p6fyx24lgskAX_LZFLe&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfDEacxRfYpgTBY3ekMYg3ASFe0K8k488_gWnTqmab70Ug&oe=654786E1&_nc_sid=0985b0,Please speak up for PALESTINE 🇵🇸,1698294397
